cluster_id	cluster_name	region	mad_x	abundance	region_final	col
C3-12	C3-12 Ependymal Ependymocytes	Vent 3	168.272594832531	42.7900719156805	Vent	#CC1FBB
C3-13	C3-13 Ependymal Tanycytes	ME	151.674110161743	3.79457826384242	ME	#172499
C3-14	C3-14 Ependymal Choroid	ME	32.5531619068006	0.552216871879373	ME	#172499
C3-118	C3-118 Mid-2 GLU-2 CALB1	VMH	1480.91576556294	3.66797438603008	VMH	#26FFBE
C3-119	C3-119 Mid-2 GLU-2 MEGF10	VMH	105.575237839233	0.110762560990391	VMH	#26FFBE
C3-120	C3-120 Mid-2 GLU-2 ARHGAP42	VMH	2082.05612500338	8.79851939006023	VMH	#26FFBE
C3-121	C3-121 Mid-2 GLU-2 SLC22A10	VMH	237.681536789238	0.896668828358785	VMH	#26FFBE
C3-122	C3-122 Mid-2 GLU-2 PGR	VMH	300.340173297582	0.642614192165244	VMH	#26FFBE
C3-123	C3-123 Mid-2 GABA-GLU-1 RGS22	ARC	161.630430223387	0.472631061575767	ARC	#993E17
C3-124	C3-124 Mid-2 GABA-GLU-1 P2RX2	LTN	4700.60673278228	9.56312530824901	LTN	#179924
C3-125	C3-125 Mid-2 GABA-GLU-2 NTS	Vent 1	16.6033072683943	0.119199144234667	Vent	#CC1FBB
C3-126	C3-126 Mid-2 GABA-GLU-2 PPP1R17	SCN	31.4270715059858	0.131405058247827	SCN	#C2CC00
C3-127	C3-127 Mid-2 GLU-3 PDZRN4	TMN	227.050007252345	0.730433014007693	TMN	#3D61CC
C3-128	C3-128 Mid-2 GLU-3 PMCH	TMN	8.19182444167787	9.24443238898894	TMN	#3D61CC
C3-129	C3-129 Mid-2 GABA-GLU-3 POMC	ARC	307.477486907588	2.10878130649536	ARC	#993E17
C3-130	C3-130 Mid-2 GABA-GLU-3 PDGFD	ARC	260.512013698877	0.808554796635544	ARC	#993E17
C3-131	C3-131 Mid-2 GABA-GLU-3 LEF1	TMN	14.9699181661427	0.0380664905169014	TMN	#3D61CC
C3-132	C3-132 Mid-2 GABA-GLU-3 PGR	ARC	200.358342593106	0.740726383419352	ARC	#993E17
C3-133	C3-133 Mid-2 GLU-4 ANKRD30A	LTN	5.5755111967072	0.0203689429666201	LTN	#179924
C3-134	C3-134 Mid-2 GLU-4 WNT7B	ARC	6.28580633349749	0.0165440902376974	ARC	#993E17
C3-135	C3-135 Mid-2 GLU-4 HDC	TMN	222.50641256781	3.2374019789594	TMN	#3D61CC
C3-136	C3-136 Mid-2 GLU-4 EYA4	MAM	57.3196644990925	0.184633622015438	MAM	#FFE926
C3-137	C3-137 Post-2 GLU-1 ADGRL4	LPOA	0.184843274456968	0.00245509810153873		
C3-138	C3-138 Post-2 GLU-1 KIT	Fornix/LH 1	1.61116604902106	0.00759912736268964		
C3-139	C3-139 Post-2 GLU-1 SALL3	LPOA	54.3626351546204	0.368211227965057	LPOA	#FF73C7
C3-140	C3-140 Post-2 GLU-2	Fornix/OT 2	0.0114470265439713	0.000313812902456853		
C3-141	C3-141 Vascular Endothelial	Blood vessels	29.9245024050075	7.18102968372961	Blood vessels	#8500CC
C3-142	C3-142 Vascular Fibroblasts	Blood vessels	128.870876749561	9.19170465807323	Blood vessels	#8500CC
C3-143	C3-143 Vascular PTGDR	Blood vessels	42.6073179427678	2.41514178674344	Blood vessels	#8500CC
C3-144	C3-144 Vascular Pericytes	Blood vessels	58.2653318233073	0.884788259935799	Blood vessels	#8500CC
C3-145	C3-145 Vascular SMCs	Blood vessels	154.98283598711	6.03702426154176	Blood vessels	#8500CC
C3-146	C3-146 Immune Microglia XACT	Leptomeningeal 2	2.39302696206271	0.0739629966207634		
C3-147	C3-147 Immune Microglia HAMP	Blood vessels	5.95389067477977	0.53478216118814	Blood vessels	#8500CC
C3-148	C3-148 Immune Microglia GPNMB	ME	8.69110105362071	0.729072597014348	ME	#172499
C3-149	C3-149 Immune Microglia ERC2	Leptomeningeal 2	2.43787127060785	0.102964078190784		
C3-150	C3-150 Immune Microglia MOBP	Fornix/LH 2	6.59977377399586	0.0959461157212603	Fornix/LH	#CC9F5C
C3-151	C3-151 Immune Microglia SPON1	Vent 3	5.22448335334512	0.151656718042521	Vent	#CC1FBB
C3-152	C3-152 Immune Microglia SLC2A3	Leptomeningeal 2	12.181776531536	0.882243924218788	Leptomeningeal	#73ABFF
C3-153	C3-153 Immune Microglia STMN2	PVN/SON	7.15962049957085	0.0478449478288894	PVN/SON	#884599
C3-15	C3-15 Oligo-Precursor-1 NELL1	VMH	5.9636689724213	0.255131128860167	VMH	#26FFBE
C3-16	C3-16 Oligo-Precursor-1 MROH9	VMH	4.24719653184865	0.16825300526911		
C3-154	C3-154 Immune Macrophages	Blood vessels	34.8081164802084	1.70338313333918	Blood vessels	#8500CC
C3-155	C3-155 Immune Myocytes	Fornix/OT 2	1.53847690152936	0.0128882439382491		
C3-156	C3-156 Immune Tcells	Blood vessels	26.3650212446056	0.699794444566448	Blood vessels	#8500CC
C3-17	C3-17 Oligo-Precursor-2	Fornix/LH 2	5.69886320115269	0.089212506820348	Fornix/LH	#CC9F5C
C3-18	C3-18 Oligo-Mature-1 NEDD4L	Fornix/LH 2	15.1551172067923	3.93209431983783	Fornix/LH	#CC9F5C
C3-19	C3-19 Oligo-Mature-1 ADAMTS12	Fornix/LH 2	12.6133304058216	8.66171281264283	Fornix/LH	#CC9F5C
C3-20	C3-20 Oligo-Mature-1 TRPM3	Fornix/LH 2	27.2603963121287	0.527949673658718	Fornix/LH	#CC9F5C
C3-21	C3-21 Oligo-Mature-2	Fornix/LH 2	12.9936008071852	8.86024287312211	Fornix/LH	#CC9F5C
C3-22	C3-22 Pre-1 GABA-8 PRKCH	Blood vessels	0.150361678748292	0.000985615253500311		
C3-23	C3-23 Pre-1 GABA-8 DRD1	LTN	109.090261370626	0.342910422504168	LTN	#179924
C3-24	C3-24 Pre-1 GABA-8 SLC1A3	LTN	31.1427757279016	0.112591052808322	LTN	#179924
C3-25	C3-25 Pre-1 GABA-8 DRD2	LTN	1.13882246500339	0.00940315498667439		
